transaction_id,merchant_id,payment_method,amount_inr,hour_of_day,merchant_txn_count_7d,merchant_avg_amount_7d,device_risk_score,is_new_merchant,is_fraud
txn_001606,merch_0037,netbanking,115.48,10,28,103.24,0.0503,0,0
txn_001607,merch_0142,upi,179.08,18,12,157.49,0.116,1,0
txn_001608,merch_0190,upi,552.15,9,28,646.37,0.0762,0,0
txn_001609,merch_0020,netbanking,10839.88,18,160,5940.81,0.4857,0,0
txn_001610,merch_0056,upi,309.68,17,22,396.94,0.2176,0,0
txn_001611,merch_0116,upi,79.58,13,28,925.51,0.1596,0,0
txn_001612,merch_0180,card,2475.36,18,30,2098.07,0.3193,0,0
txn_001613,merch_0045,card,735.86,19,14,405.15,0.0198,0,0
txn_001614,merch_0141,card,6156.49,11,28,4768.05,0.0781,1,0
txn_001615,merch_0144,upi,1178.24,0,23,1275.21,0.0721,0,0
txn_001616,merch_0038,card,254.12,0,22,191.89,0.1403,0,0
txn_001617,merch_0136,card,716.87,16,18,466.54,0.4255,0,0
txn_001618,merch_0098,card,674.69,19,17,1003.79,0.1006,0,0
txn_001619,merch_0076,card,1232.49,16,35,1224.68,0.9455,0,0
txn_001620,merch_0114,upi,1218.38,16,44,836.73,0.0916,1,0
txn_001621,merch_0133,upi,2158.91,9,12,1836.57,0.203,0,0
txn_001622,merch_0150,upi,1281.18,13,18,1639.85,0.0813,0,0
txn_001623,merch_0186,upi,1490.2,11,23,1927.05,0.0815,1,0
txn_001624,merch_0090,card,1034.49,20,22,1238.33,0.8927,1,1
txn_001625,merch_0097,netbanking,1835.73,11,263,1481.67,0.1155,0,0
txn_001626,merch_0119,card,3452.84,11,21,2516.14,0.3301,0,0
txn_001627,merch_0045,netbanking,944.18,11,15,487.7,0.0497,0,0
txn_001628,merch_0037,upi,49.69,19,26,90.23,0.0574,0,0
txn_001629,merch_0141,upi,10729.59,9,28,4918.53,0.1661,1,0
txn_001630,merch_0099,upi,744.95,19,29,867.67,0.1159,1,0
txn_001631,merch_0071,upi,6642.84,18,10,5972.08,0.0062,0,0
txn_001632,merch_0189,upi,263.73,19,22,152.73,0.0306,0,0
txn_001633,merch_0034,card,3966.74,14,29,2830.29,0.1715,1,0
txn_001634,merch_0146,wallet,368.97,17,11,230.0,0.0432,0,0
txn_001635,merch_0029,upi,1352.53,9,9,819.35,0.1642,0,0
txn_001636,merch_0077,upi,750.22,0,18,824.82,0.0153,0,0
txn_001637,merch_0083,netbanking,987.31,8,27,506.88,0.117,0,0
txn_001638,merch_0112,upi,946.96,4,27,1156.33,0.0096,0,0
txn_001639,merch_0024,netbanking,480.31,10,23,646.5,0.0939,1,0
txn_001640,merch_0167,card,9858.85,13,43,10080.97,0.2261,0,0
txn_001641,merch_0087,wallet,1363.69,4,29,1479.1,0.181,0,0
txn_001642,merch_0013,upi,112.8,3,17,111.1,0.2243,0,0
txn_001643,merch_0153,card,2048.08,15,39,1427.77,0.226,0,0
txn_001644,merch_0101,card,918.62,18,20,606.27,0.1432,0,0
txn_001645,merch_0149,card,1233.72,12,27,1437.78,0.3697,0,0
txn_001646,merch_0175,upi,2294.61,20,30,3124.78,0.0191,0,0
txn_001647,merch_0082,upi,4274.33,22,36,6117.36,0.9916,1,0
txn_001648,merch_0109,card,1037.3,19,22,1149.15,0.2236,0,0
txn_001649,merch_0178,card,237.74,6,29,747.9,0.2358,1,0
txn_001650,merch_0130,netbanking,82.04,13,20,173.03,0.1451,0,0
txn_001651,merch_0169,netbanking,366.9,16,22,387.02,0.0628,0,0
txn_001652,merch_0018,card,543.59,13,32,373.14,0.1472,0,0
txn_001653,merch_0027,upi,1623.38,16,22,1700.96,0.1941,0,0
txn_001654,merch_0172,card,1325.85,18,15,954.54,0.8569,0,0
txn_001655,merch_0070,card,1790.75,7,26,1656.29,0.1651,0,0
txn_001656,merch_0062,wallet,211.12,23,22,262.69,0.166,0,0
txn_001657,merch_0072,wallet,882.59,17,18,1151.41,0.0429,1,0
txn_001658,merch_0123,upi,69.88,19,26,229.74,0.0861,1,0
txn_001659,merch_0118,netbanking,8117.34,1,16,4759.19,0.0297,1,0
txn_001660,merch_0120,upi,4519.66,13,25,3092.56,0.3342,0,0
txn_001661,merch_0018,upi,468.81,11,34,374.2,0.0579,0,1
txn_001662,merch_0174,card,522.52,3,19,1452.2,0.1012,1,0
txn_001663,merch_0141,upi,3859.33,17,28,4745.57,0.2959,1,0
txn_001664,merch_0119,netbanking,1161.01,17,20,2962.88,0.0867,0,0
txn_001665,merch_0165,upi,1906.44,18,30,1553.15,0.0643,1,0
txn_001666,merch_0180,upi,1144.03,0,21,2101.09,0.2235,0,0
txn_001667,merch_0060,card,406.45,17,37,598.88,0.0243,0,0
txn_001668,merch_0163,card,209.23,9,15,372.08,0.2334,0,0
txn_001669,merch_0167,wallet,9598.29,10,28,10946.17,0.2961,0,0
txn_001670,merch_0029,card,802.88,23,12,824.73,0.0008,0,0
txn_001671,merch_0008,card,561.73,10,21,700.92,0.4066,0,0
txn_001672,merch_0063,upi,497.6,7,25,238.34,0.2501,0,0
txn_001673,merch_0160,upi,496.97,10,15,317.98,0.1372,0,0
txn_001674,merch_0119,upi,1465.15,14,32,2879.33,0.2607,0,0
txn_001675,merch_0051,card,824.97,14,31,632.19,0.0522,0,0
txn_001676,merch_0088,card,352.45,18,7,560.49,0.2123,0,0
txn_001677,merch_0141,upi,4035.02,16,29,5663.84,0.3237,1,0
txn_001678,merch_0052,netbanking,622.75,10,26,468.59,0.1417,1,0
txn_001679,merch_0186,card,2629.6,22,27,1729.72,0.14,1,0
txn_001680,merch_0077,upi,533.18,14,30,713.03,0.1256,0,0
txn_001681,merch_0040,upi,1615.21,11,29,2325.71,0.0631,0,0
txn_001682,merch_0195,netbanking,1821.59,7,33,1832.27,0.1938,0,0
txn_001683,merch_0067,card,4535.8,18,20,3158.23,0.0568,0,0
txn_001684,merch_0007,wallet,2070.19,20,19,2815.5,0.133,0,0
txn_001685,merch_0001,upi,1293.8,4,34,1054.4,0.2279,0,0
txn_001686,merch_0104,wallet,1150.0,18,22,1001.22,0.8357,0,0
txn_001687,merch_0124,upi,1372.99,10,31,1933.58,0.213,0,0
txn_001688,merch_0109,upi,1440.62,11,25,1067.45,0.0112,0,0
txn_001689,merch_0085,wallet,938.51,12,22,634.83,0.3271,0,0
txn_001690,merch_0168,upi,1512.5,12,25,767.5,0.1456,0,0
txn_001691,merch_0119,card,5410.77,20,28,2386.68,0.2393,0,0
txn_001692,merch_0126,upi,188.12,9,22,369.56,0.0921,0,0
txn_001693,merch_0182,card,444.62,16,21,308.3,0.3588,0,0
txn_001694,merch_0015,wallet,744.54,16,35,591.74,0.2577,1,0
txn_001695,merch_0061,upi,758.58,17,31,866.51,0.1984,1,0
txn_001696,merch_0112,card,1346.48,16,29,1080.64,0.1178,0,0
txn_001697,merch_0175,upi,1165.36,19,23,2746.3,0.3665,0,0
txn_001698,merch_0157,card,10.0,13,32,1956.66,0.1331,0,0
txn_001699,merch_0011,upi,10.0,16,7,577.17,0.3005,0,0
txn_001700,merch_0034,upi,3410.29,9,25,2853.17,0.055,1,0
txn_001701,merch_0010,upi,765.86,13,23,548.56,0.0141,1,0
txn_001702,merch_0063,upi,218.74,12,32,299.81,0.0123,0,0
txn_001703,merch_0049,wallet,233.88,18,22,136.83,0.3268,1,0
txn_001704,merch_0148,upi,3081.84,22,10,1833.67,0.2494,0,0
txn_001705,merch_0068,upi,621.99,16,23,1504.69,0.2118,0,0
txn_001706,merch_0047,upi,3527.27,13,18,3879.72,0.0568,0,0
txn_001707,merch_0019,upi,110.73,8,24,172.68,0.0737,0,0
txn_001708,merch_0100,netbanking,247.34,16,16,195.35,0.1317,0,0
txn_001709,merch_0194,wallet,1329.9,18,12,1530.13,0.2719,0,0
txn_001710,merch_0171,upi,248.75,14,26,451.97,0.2207,0,0
txn_001711,merch_0160,netbanking,667.4,19,14,384.41,0.1226,0,0
txn_001712,merch_0188,card,409.61,9,29,350.65,0.1626,0,0
txn_001713,merch_0136,upi,363.16,8,18,411.81,0.387,0,0
txn_001714,merch_0067,card,3144.23,14,28,3716.75,0.0508,0,0
txn_001715,merch_0034,card,4887.36,15,24,3137.06,0.0286,1,0
txn_001716,merch_0064,card,4452.84,8,32,2813.64,0.2914,0,0
txn_001717,merch_0007,wallet,2580.3,11,206,2604.71,0.0614,0,0
txn_001718,merch_0044,upi,85.99,9,25,175.13,0.2811,0,1
txn_001719,merch_0086,wallet,2272.04,14,35,3575.12,0.167,1,0
txn_001720,merch_0174,netbanking,1156.34,19,18,1474.29,0.0933,1,0
txn_001721,merch_0167,card,12968.98,14,30,9130.48,0.2247,0,0
txn_001722,merch_0075,card,4072.35,9,15,3178.71,0.0914,0,0
txn_001723,merch_0181,upi,277.04,10,23,352.23,0.0895,0,0
txn_001724,merch_0075,wallet,4138.53,16,31,3053.44,0.0309,0,0
txn_001725,merch_0173,card,1102.14,17,16,1418.29,0.129,0,0
txn_001726,merch_0046,upi,434.99,22,16,609.56,0.1009,0,0
txn_001727,merch_0014,upi,76.34,8,32,136.56,0.1901,0,0
txn_001728,merch_0104,card,333.64,7,23,1031.92,0.2513,0,0
txn_001729,merch_0146,upi,152.83,12,11,217.85,0.0455,0,0
txn_001730,merch_0025,upi,1238.3,14,35,1347.29,0.2147,0,0
txn_001731,merch_0051,card,281.37,1,26,787.16,0.1305,0,0
txn_001732,merch_0092,upi,883.82,17,21,440.66,0.1812,0,0
txn_001733,merch_0149,upi,1060.6,16,29,1437.26,0.8397,0,0
txn_001734,merch_0020,upi,6835.08,10,24,7229.74,0.0775,0,0
txn_001735,merch_0050,upi,2400.5,18,21,1612.86,0.2625,0,0
txn_001736,merch_0037,card,107.71,13,29,114.52,0.2686,0,0
txn_001737,merch_0019,card,166.28,16,32,219.19,0.3636,0,0
txn_001738,merch_0156,upi,10785.35,18,25,9752.88,0.144,0,0
txn_001739,merch_0178,upi,599.07,2,27,723.4,0.1301,1,0
txn_001740,merch_0131,card,600.94,11,29,1263.15,0.2471,0,0
txn_001741,merch_0054,upi,4963.66,12,20,3780.42,0.1098,0,0
txn_001742,merch_0198,upi,790.9,4,22,1172.62,0.1063,1,0
txn_001743,merch_0091,upi,5013.14,8,23,3555.11,0.2499,0,0
txn_001744,merch_0027,netbanking,2311.28,18,29,1476.36,0.0581,0,0
txn_001745,merch_0003,netbanking,7292.91,13,22,5807.49,0.0275,0,0
txn_001746,merch_0149,netbanking,2092.53,17,22,1478.82,0.1465,0,0
txn_001747,merch_0075,card,2126.27,10,28,2784.82,0.1542,0,0
txn_001748,merch_0172,card,1253.84,13,16,1065.32,0.1574,0,0
txn_001749,merch_0066,card,1443.31,18,138,953.24,0.3784,0,0
txn_001750,merch_0085,card,512.82,3,21,575.27,0.2425,0,0
txn_001751,merch_0193,upi,192.68,3,22,249.6,0.2829,0,0
txn_001752,merch_0161,card,3364.4,11,17,2897.53,0.3588,0,0
txn_001753,merch_0090,netbanking,2596.03,2,17,1170.5,0.1188,1,0
txn_001754,merch_0182,card,267.9,14,12,308.65,0.2509,0,0
txn_001755,merch_0104,upi,729.97,10,21,935.6,0.0071,0,0
txn_001756,merch_0000,upi,2752.21,18,25,1847.77,0.1204,1,0
txn_001757,merch_0071,card,7170.64,19,10,6393.57,0.0861,0,0
txn_001758,merch_0086,card,4343.19,15,31,3674.77,0.0808,1,0
txn_001759,merch_0165,netbanking,3034.33,20,20,1879.24,0.0413,1,0
txn_001760,merch_0005,upi,185.82,20,41,781.09,0.1029,0,0
txn_001761,merch_0152,netbanking,478.22,11,25,492.3,0.8742,0,0
txn_001762,merch_0144,card,1291.94,9,26,1591.17,0.06,0,0
txn_001763,merch_0060,wallet,314.68,19,33,528.7,0.5368,0,0
txn_001764,merch_0011,card,10.0,20,10,706.1,0.0528,0,0
txn_001765,merch_0005,card,292.07,15,26,881.98,0.3064,0,0
txn_001766,merch_0026,card,290.13,11,28,266.65,0.1303,0,0
txn_001767,merch_0135,netbanking,5716.2,18,14,7957.38,0.1482,0,0
txn_001768,merch_0123,wallet,111.75,18,20,176.76,0.3419,1,0
txn_001769,merch_0105,upi,1868.54,9,25,1916.68,0.0549,0,0
txn_001770,merch_0192,upi,918.11,14,28,1429.05,0.1366,1,0
txn_001771,merch_0184,wallet,1250.0,12,20,880.16,0.0684,0,0
txn_001772,merch_0092,card,301.69,3,28,468.21,0.1838,0,0
txn_001773,merch_0108,card,2407.58,9,30,1335.69,0.1319,0,0
txn_001774,merch_0098,card,1088.68,22,20,1024.2,0.0686,0,0
txn_001775,merch_0167,upi,7738.36,19,28,10561.84,0.9062,0,0
txn_001776,merch_0141,netbanking,3010.66,17,30,5924.99,0.2113,1,0
txn_001777,merch_0034,netbanking,4761.36,19,28,2561.54,0.0879,1,0
txn_001778,merch_0175,upi,3623.76,2,18,2608.13,0.1805,0,1
txn_001779,merch_0083,upi,370.69,12,20,527.45,0.1125,0,0
txn_001780,merch_0055,netbanking,3583.34,1,27,3485.64,0.0698,0,0
txn_001781,merch_0176,upi,10.0,3,25,1069.2,0.0062,1,0
txn_001782,merch_0140,wallet,831.93,7,15,1289.19,0.08,0,0
txn_001783,merch_0188,upi,231.61,8,23,351.94,0.1541,0,0
txn_001784,merch_0048,card,1175.18,18,34,1742.84,0.1032,0,0
txn_001785,merch_0045,wallet,741.34,10,18,457.1,0.1145,0,0
txn_001786,merch_0112,card,473.38,14,28,1310.65,0.1723,0,0
txn_001787,merch_0189,upi,35.64,21,18,172.94,0.03,0,0
txn_001788,merch_0135,card,8168.68,8,161,7373.04,0.1659,0,1
txn_001789,merch_0042,upi,1078.04,16,20,1039.25,0.1388,0,0
txn_001790,merch_0147,upi,183.37,10,18,255.46,0.1379,0,0
txn_001791,merch_0123,wallet,439.89,4,23,226.52,0.2075,1,0
txn_001792,merch_0096,netbanking,2076.64,16,24,1693.75,0.1467,1,0
txn_001793,merch_0089,card,2790.9,10,28,1977.21,0.1,0,0
txn_001794,merch_0038,upi,216.16,17,26,255.05,0.0712,0,0
txn_001795,merch_0084,upi,287.8,15,15,386.3,0.8625,1,0
txn_001796,merch_0176,upi,784.7,14,26,1167.78,0.0869,1,0
txn_001797,merch_0191,card,4631.37,15,29,2725.01,0.0387,0,0
txn_001798,merch_0061,netbanking,1141.57,12,38,905.51,0.0948,1,0
txn_001799,merch_0105,card,1577.94,8,31,1882.33,0.1084,0,0
txn_001800,merch_0106,netbanking,12393.28,12,26,9249.04,0.2207,1,0
txn_001801,merch_0053,upi,2970.57,17,27,2144.2,0.1324,0,0
txn_001802,merch_0125,upi,11420.79,16,26,15837.37,0.2794,1,0
txn_001803,merch_0008,upi,523.56,15,20,643.43,0.9735,0,0
txn_001804,merch_0087,upi,1850.34,4,23,1709.12,0.1024,0,0
txn_001805,merch_0036,upi,10.0,9,34,1250.25,0.0462,0,0
txn_001806,merch_0048,wallet,1945.41,15,32,1663.91,0.1206,0,0
txn_001807,merch_0040,upi,1596.13,23,23,3001.47,0.2201,0,0
txn_001808,merch_0016,wallet,471.81,22,14,369.53,0.1908,0,0
txn_001809,merch_0087,upi,2700.94,11,195,1444.82,0.4307,0,0
txn_001810,merch_0020,wallet,4589.76,9,31,7119.59,0.1527,0,0
txn_001811,merch_0050,card,817.93,10,14,1655.05,0.1585,0,0
txn_001812,merch_0058,wallet,1463.21,11,29,1755.75,0.3046,1,0
txn_001813,merch_0166,upi,2686.52,11,27,2632.68,0.1612,0,0
txn_001814,merch_0182,netbanking,404.26,14,18,325.01,0.2041,0,0
txn_001815,merch_0040,wallet,2881.59,20,32,2317.9,0.2398,0,0
txn_001816,merch_0038,upi,184.15,17,24,231.67,0.3288,0,0
txn_001817,merch_0140,upi,1482.23,10,10,1513.44,0.0542,0,0
txn_001818,merch_0191,upi,1169.39,17,29,3216.07,0.1429,0,0
txn_001819,merch_0010,wallet,889.11,17,15,545.59,0.2277,1,0
txn_001820,merch_0146,card,417.0,12,10,239.92,0.0875,0,0
txn_001821,merch_0138,card,1049.77,13,25,3124.33,0.1163,1,0
txn_001822,merch_0076,upi,444.59,19,22,1325.78,0.1848,0,0
txn_001823,merch_0126,upi,269.05,16,28,325.6,0.3653,0,0
txn_001824,merch_0045,netbanking,181.29,7,15,415.41,0.1231,0,0
txn_001825,merch_0044,upi,57.35,13,18,185.97,0.0198,0,0
txn_001826,merch_0000,card,1083.87,1,23,2080.06,0.1132,1,0
txn_001827,merch_0167,wallet,9806.56,12,46,12027.25,0.0487,0,0
txn_001828,merch_0107,upi,1166.87,18,31,1425.77,0.0883,1,0
txn_001829,merch_0018,card,430.65,16,24,404.55,0.1209,0,0
txn_001830,merch_0075,upi,2097.91,14,20,2732.83,0.4005,0,0
txn_001831,merch_0071,card,2898.27,14,20,7638.28,0.0687,0,0
txn_001832,merch_0199,upi,276.78,7,28,287.57,0.1493,0,0
txn_001833,merch_0188,netbanking,163.68,19,181,402.8,0.3125,0,1
txn_001834,merch_0108,upi,1804.69,9,29,1389.3,0.1795,0,0
txn_001835,merch_0011,card,19.97,2,13,571.4,0.0665,0,0
txn_001836,merch_0188,card,10.0,15,19,402.19,0.1142,0,0
txn_001837,merch_0160,upi,29.92,18,21,380.47,0.2739,0,0
txn_001838,merch_0044,netbanking,143.83,8,25,171.24,0.2281,0,0
txn_001839,merch_0089,upi,1851.66,9,17,1895.47,0.1871,0,0
txn_001840,merch_0102,card,779.67,1,26,824.54,0.3213,0,0
txn_001841,merch_0196,upi,305.17,15,21,325.77,0.275,0,0
txn_001842,merch_0007,card,1847.02,15,24,2742.24,0.365,0,0
txn_001843,merch_0152,upi,740.08,11,19,489.1,0.2693,0,0
txn_001844,merch_0090,upi,2042.11,3,20,1297.08,0.1386,1,0
txn_001845,merch_0173,upi,2247.57,10,17,1499.8,0.0896,0,0
txn_001846,merch_0086,netbanking,3665.32,10,27,3359.95,0.1488,1,0
txn_001847,merch_0157,upi,2360.16,0,26,1709.55,0.1136,0,0
txn_001848,merch_0174,wallet,906.99,2,14,1421.64,0.0839,1,0
txn_001849,merch_0176,wallet,1203.18,10,19,951.84,0.1613,1,0
txn_001850,merch_0174,upi,803.05,12,25,1507.12,0.1048,1,0
txn_001851,merch_0083,card,286.3,18,19,531.41,0.1368,0,0
txn_001852,merch_0081,upi,220.61,9,27,1479.7,0.3556,0,0
txn_001853,merch_0145,upi,3203.02,10,15,2671.39,0.1518,0,0
txn_001854,merch_0193,card,266.24,17,30,214.9,0.0039,0,0
txn_001855,merch_0067,card,3043.58,11,146,3836.77,0.2992,0,0
txn_001856,merch_0160,card,256.79,16,14,309.93,0.1176,0,0
txn_001857,merch_0126,upi,38.15,15,34,355.15,0.034,0,0
txn_001858,merch_0163,upi,466.61,3,20,451.36,0.1309,0,0
txn_001859,merch_0081,upi,1397.99,2,21,1805.2,0.0307,0,0
txn_001860,merch_0146,card,341.84,4,14,268.15,0.0908,0,0
txn_001861,merch_0155,card,497.6,12,21,485.41,0.0957,0,0
txn_001862,merch_0167,card,13865.31,2,42,10283.91,0.0749,0,0
txn_001863,merch_0083,upi,586.71,13,12,562.04,0.065,0,0
txn_001864,merch_0112,upi,1245.78,18,20,1203.21,0.359,0,0
txn_001865,merch_0075,upi,4333.59,4,18,2718.1,0.0968,0,0
txn_001866,merch_0121,upi,345.09,14,289,351.08,0.06,0,1
txn_001867,merch_0142,upi,201.83,18,106,142.86,0.0495,1,0
txn_001868,merch_0040,netbanking,2240.72,12,36,2883.78,0.1044,0,0
txn_001869,merch_0166,wallet,2815.17,15,18,3148.79,0.0188,0,0
txn_001870,merch_0001,card,1640.94,19,16,929.88,0.2496,0,0
txn_001871,merch_0190,card,852.4,1,26,616.63,0.0537,0,0
txn_001872,merch_0028,upi,425.39,16,25,564.85,0.1409,0,0
txn_001873,merch_0104,netbanking,1066.63,14,23,791.07,0.0229,0,0
txn_001874,merch_0193,upi,87.27,10,19,212.58,0.1946,0,0
txn_001875,merch_0050,wallet,1486.82,20,23,1714.89,0.2094,0,0
txn_001876,merch_0074,card,32.72,0,25,48.0,0.0965,0,0
txn_001877,merch_0009,upi,2523.71,12,18,2250.04,0.0274,0,0
txn_001878,merch_0141,wallet,4676.15,17,36,4915.54,0.1302,1,0
txn_001879,merch_0050,upi,1785.96,9,157,1427.8,0.1345,0,1
txn_001880,merch_0117,card,375.01,6,34,264.11,0.353,0,0
txn_001881,merch_0120,card,2134.61,22,24,2771.1,0.0188,0,0
txn_001882,merch_0038,upi,167.45,13,25,240.09,0.0165,0,0
txn_001883,merch_0027,upi,1693.86,3,23,1526.18,0.1115,0,0
txn_001884,merch_0002,card,1618.7,14,22,2704.9,0.0553,0,0
txn_001885,merch_0083,card,585.57,14,217,510.37,0.0983,0,0
txn_001886,merch_0197,upi,1349.72,9,176,1244.78,0.0328,1,0
txn_001887,merch_0154,wallet,1729.37,14,14,1653.76,0.0292,0,0
txn_001888,merch_0116,upi,1235.17,1,29,1120.52,0.0878,0,0
txn_001889,merch_0001,upi,212.72,15,32,947.66,0.0126,0,0
txn_001890,merch_0092,upi,119.21,15,30,411.48,0.2315,0,0
txn_001891,merch_0165,upi,822.36,16,36,1992.03,0.1055,1,0
txn_001892,merch_0130,upi,179.79,10,31,177.47,0.2028,0,0
txn_001893,merch_0143,wallet,1143.54,14,32,1474.89,0.1811,0,0
txn_001894,merch_0093,upi,10.0,21,23,714.85,0.3529,0,0
txn_001895,merch_0039,upi,2561.92,10,151,1281.93,0.2645,0,0
txn_001896,merch_0001,upi,40.33,17,24,990.31,0.4334,0,0
txn_001897,merch_0080,card,854.36,0,103,922.27,0.1524,1,0
txn_001898,merch_0168,netbanking,1006.44,17,27,893.51,0.2781,0,0
txn_001899,merch_0011,upi,364.83,10,12,667.97,0.1126,0,0
txn_001900,merch_0162,upi,5978.73,19,179,3927.16,0.0045,0,0
txn_001901,merch_0064,upi,1197.72,14,26,2664.78,0.2313,0,0
txn_001902,merch_0054,upi,4109.78,10,18,3779.44,0.1809,0,0
txn_001903,merch_0044,upi,10.0,13,13,186.42,0.3601,0,1
txn_001904,merch_0100,upi,332.97,19,11,199.96,0.2166,0,0
txn_001905,merch_0061,upi,877.92,16,43,963.46,0.1087,1,0
txn_001906,merch_0048,card,666.07,20,42,1470.16,0.332,0,0
txn_001907,merch_0126,upi,435.74,10,22,363.36,0.2621,0,0
txn_001908,merch_0152,wallet,775.49,16,19,415.43,0.1213,0,0
txn_001909,merch_0022,wallet,823.46,18,28,1126.08,0.2955,0,0
txn_001910,merch_0151,card,1533.6,9,22,1510.62,0.4652,0,0
txn_001911,merch_0037,upi,86.08,8,22,105.25,0.0517,0,0
txn_001912,merch_0027,upi,1150.63,10,21,1733.64,0.2551,0,0
txn_001913,merch_0020,upi,4135.16,4,20,6378.83,0.0899,0,0
txn_001914,merch_0181,card,289.58,14,26,367.22,0.1173,0,0
txn_001915,merch_0106,card,8223.67,4,32,10614.14,0.0499,1,0
txn_001916,merch_0145,netbanking,2450.49,2,25,2975.27,0.0555,0,0
txn_001917,merch_0163,wallet,314.19,17,22,396.55,0.0667,0,1
txn_001918,merch_0098,upi,1476.25,14,21,1245.27,0.1642,0,0
txn_001919,merch_0172,card,1217.56,11,23,870.3,0.0242,0,0
txn_001920,merch_0118,upi,1899.54,20,27,4953.15,0.1099,1,0
txn_001921,merch_0072,upi,820.39,11,13,1132.86,0.2715,1,0
txn_001922,merch_0180,upi,3913.96,15,24,2388.38,0.2805,0,0
txn_001923,merch_0121,upi,403.63,4,34,335.47,0.0193,0,0
txn_001924,merch_0029,netbanking,913.81,20,12,802.27,0.0349,0,0
txn_001925,merch_0187,upi,1124.34,14,25,1095.93,0.2085,0,0
txn_001926,merch_0107,card,1234.33,16,39,1252.27,0.2039,1,0
txn_001927,merch_0097,card,1474.17,13,41,1293.01,0.1193,0,0
txn_001928,merch_0031,card,8045.64,19,22,9950.82,0.0323,0,0
txn_001929,merch_0194,upi,1910.88,18,33,1270.74,0.0723,0,0
txn_001930,merch_0194,netbanking,1091.16,14,28,1263.34,0.0345,0,0
txn_001931,merch_0155,card,440.43,16,28,496.73,0.9403,0,0
txn_001932,merch_0171,upi,547.96,10,24,368.5,0.0862,0,0
txn_001933,merch_0078,upi,1096.02,19,25,1279.72,0.0241,0,0
txn_001934,merch_0040,card,2593.32,19,36,2310.07,0.1319,0,0
txn_001935,merch_0062,netbanking,230.61,10,27,327.35,0.0779,0,0
txn_001936,merch_0022,card,1153.93,20,21,1219.91,0.1435,0,0
txn_001937,merch_0103,netbanking,360.98,19,22,472.89,0.2255,0,0
txn_001938,merch_0074,card,39.1,2,29,52.51,0.2611,0,0
txn_001939,merch_0047,upi,2367.86,11,9,4331.9,0.0762,0,0
txn_001940,merch_0159,upi,2270.26,17,29,2136.11,0.1104,1,0
txn_001941,merch_0056,upi,545.06,13,19,424.13,0.2369,0,0
txn_001942,merch_0117,card,354.56,10,23,261.71,0.1938,0,0
txn_001943,merch_0099,netbanking,189.48,12,212,817.42,0.5205,1,0
txn_001944,merch_0123,upi,154.59,9,19,190.42,0.0919,1,0
txn_001945,merch_0160,card,217.33,16,14,303.7,0.2046,0,0
txn_001946,merch_0151,upi,708.16,13,22,1565.37,0.0192,0,0
txn_001947,merch_0166,upi,3204.9,14,15,2984.6,0.1972,0,0
txn_001948,merch_0033,upi,294.07,15,19,299.88,0.0169,0,0
txn_001949,merch_0183,upi,3815.8,17,34,2076.29,0.2155,0,0
txn_001950,merch_0155,upi,391.66,12,25,512.67,0.0287,0,0
txn_001951,merch_0164,upi,2141.42,14,18,3182.0,0.5042,0,0
txn_001952,merch_0006,upi,4011.34,13,25,6324.63,0.1817,0,0
txn_001953,merch_0195,upi,1327.81,19,29,1997.7,0.0912,0,0
txn_001954,merch_0164,card,4505.82,21,21,3884.39,0.0297,0,0
txn_001955,merch_0055,upi,4717.7,9,31,3116.5,0.0621,0,0
txn_001956,merch_0064,wallet,7869.79,13,28,2613.17,0.2029,0,1
txn_001957,merch_0192,upi,546.67,15,29,1609.73,0.2663,1,0
txn_001958,merch_0046,upi,658.58,11,22,580.31,0.0712,0,0
txn_001959,merch_0147,upi,143.7,12,35,206.09,0.3173,0,0
txn_001960,merch_0018,upi,426.88,3,20,325.67,0.0711,0,0
txn_001961,merch_0156,netbanking,14950.46,20,26,9635.26,0.0798,0,0
txn_001962,merch_0187,upi,1435.88,18,28,1107.66,0.0772,0,0
txn_001963,merch_0145,wallet,1610.52,12,21,2860.98,0.1837,0,0
txn_001964,merch_0162,wallet,6088.71,13,13,3865.11,0.1336,0,0
txn_001965,merch_0170,card,10.0,20,21,430.01,0.1986,1,0
txn_001966,merch_0125,card,10.0,10,27,15372.37,0.2605,1,0
txn_001967,merch_0138,card,2523.87,14,17,2838.16,0.069,1,0
txn_001968,merch_0048,upi,2035.5,21,33,1797.54,0.0159,0,0
txn_001969,merch_0112,card,1307.15,16,26,1200.17,0.4119,0,0
txn_001970,merch_0037,upi,172.28,15,27,116.81,0.1978,0,0
txn_001971,merch_0063,upi,277.88,13,21,276.85,0.1324,0,0
txn_001972,merch_0068,card,1620.93,9,25,1777.92,0.2666,0,0
txn_001973,merch_0135,card,9915.98,11,15,6701.06,0.1243,0,0
txn_001974,merch_0161,wallet,2201.03,8,23,3234.41,0.0957,0,0
txn_001975,merch_0175,upi,3330.41,8,161,3093.9,0.212,0,1
txn_001976,merch_0115,netbanking,1877.6,4,25,1547.3,0.0125,1,0
txn_001977,merch_0183,upi,1063.5,9,31,1749.7,0.1728,0,0
txn_001978,merch_0064,upi,3564.54,10,25,2955.98,0.1281,0,0
txn_001979,merch_0030,upi,1161.03,19,28,559.26,0.0668,1,0
txn_001980,merch_0131,upi,1860.45,1,27,1144.76,0.2251,0,0
